Id,SalePrice
1461,120848.01748845493
1462,156876.00669460092
1463,202633.62101218384
1464,204105.01469523762
1465,188922.95555835054
1466,198642.02102713566
1467,166356.4333894325
1468,187069.91348812147
1469,197631.1087492113
1470,120510.660895098
1471,202231.79837289616
1472,118308.34648988745
1473,115159.8913244044
1474,159914.52113254345
1475,116182.90674477862
1476,314333.63160331594
1477,230638.64890666888
1478,244338.87686656998
1479,265129.21689983807
1480,375278.1989776681
1481,288870.1252925752
1482,217845.96998242056
1483,199629.77730912436
1484,189405.8526130796
1485,185948.73607954266
1486,216878.7256328205
1487,286723.5754109756
1488,244260.17079542833
1489,194140.64164686901
1490,230229.7492497249
1491,216856.23499138514
1492,97179.11374219018
1493,195279.77138545853
1494,266196.90596314706
1495,248988.39759982238
1496,228593.94706518878
1497,208125.22103926423
1498,164649.01022080914
1499,164279.3097347978
1500,168186.50767417275
1501,197184.3312386328
1502,150943.8722525204
1503,248859.51059346576
1504,226541.6027983185
1505,210817.22058236506
1506,212143.74169384455
1507,278115.6015522997
1508,226761.34246432805
1509,165906.00677502714
1510,150042.68108851183
1511,147522.04638252803
1512,182932.66918771947
1513,200378.56914618984
1514,170787.56426013377
1515,268203.3358640438
1516,159035.61617730907
1517,152223.52678814158
1518,176713.45745989727
1519,215283.69064141926
1520,132612.8727090184
1521,141443.81630478776
1522,184737.479266583
1523,131371.6041429569
1524,127271.77113041515
1525,105802.20885613491
1526,130024.75666155387
1527,88102.05130083999
1528,114114.29984214017
1529,137004.3662335307
1530,189613.58164025913
1531,152684.05502674077
1532,85375.47903345898
1533,153432.52611290757
1534,112145.55688291858
1535,167225.37536939536
1536,104119.24433447327
1537,78729.10524400743
1538,114281.69070257852
1539,171025.90020173485
1540,193417.29568934115
1541,137991.9743964665
1542,164008.74383380078
1543,187801.85099901166
1544,65229.910082816845
1545,108703.3605194739
1546,109484.48005576455
1547,141420.67581786215
1548,132801.0663389063
1549,96491.22016140027
1550,118119.80954083381
1551,104340.80891691917
1552,150620.05041993526
1553,121779.38419074938
1554,94859.88542728685
1555,207963.83116399916
1556,90042.93699576845
1557,117948.84025295009
1558,73211.67789550312
1559,128114.02232090477
1560,149150.6093615978
1561,212668.73711560736
1562,104469.87438803492
1563,116329.26965470728
1564,171032.05891998322
1565,140049.14710799768
1566,221524.16038833046
1567,68291.88646245119
1568,214938.62595293508
1569,147152.1680998276
1570,118495.51660494483
1571,135519.07619658718
1572,127520.04898827407
1573,256162.46284337668
1574,151487.22259296663
1575,220064.3165526027
1576,223755.60103543638
1577,204221.06794837886
1578,98550.20559771103
1579,154657.0760382302
1580,214022.1870923082
1581,133932.7882472796
1582,107724.3300134968
1583,279523.61798453215
1584,239784.3570104295
1585,161722.61556346458
1586,75253.69506470114
1587,110999.52565018204
1588,147849.66608279967
1589,124866.87707354152
1590,135418.02045800956
1591,104579.37640967849
1592,130649.67264412902
1593,89814.01798004331
1594,220423.42491994915
1595,149514.63015693217
1596,195417.2008475724
1597,201771.56113116117
1598,204070.93821240054
1599,170787.78323726566
1600,175275.00921302428
1601,73044.85486087622
1602,96336.47443591245
1603,50154.7033450061
1604,241604.8194268865
1605,239385.41528665787
1606,165456.31216636673
1607,233089.57590549323
1608,201213.2450777893
1609,203749.64532867796
1610,191667.84134583827
1611,179134.26658790326
1612,211384.13644476142
1613,197895.33788008918
1614,132084.33234957233
1615,109976.5834994358
1616,110210.19453679607
1617,111971.09676893381
1618,106317.20441975864
1619,134501.6305917413
1620,265829.1818022749
1621,156202.92594072246
1622,134705.1585069273
1623,241112.391432625
1624,224952.6718961387
1625,115560.72010446573
1626,167181.2081241256
1627,204291.36498034652
1628,260775.17928105453
1629,204534.11466874345
1630,378673.1539214549
1631,218653.05919770245
1632,251123.79951762315
1633,179139.36248960695
1634,206279.97476347582
1635,185354.0903055577
1636,167187.76978356251
1637,210116.09546374553
1638,219836.14070265205
1639,217013.09894021438
1640,290955.6973640132
1641,221305.3114066946
1642,233350.35860257572
1643,231512.97060118453
1644,225702.79183528782
1645,207667.7550376251
1646,143357.48467057967
1647,148858.00881313253
1648,164749.0120387203
1649,132604.308695992
1650,104313.03714734153
1651,106277.24512776802
1652,120074.7584163025
1653,119191.5524530951
1654,171745.4500146513
1655,141255.62843421265
1656,161718.9499494722
1657,173542.7162290197
1658,162610.42045409582
1659,121845.21765996772
1660,132698.8920236826
1661,336880.9096197379
1662,325617.25503217545
1663,285048.75686148065
1664,384376.5373615094
1665,251458.06708315713
1666,256212.82451051823
1667,293602.7816553218
1668,256484.37427482847
1669,238708.0743822886
1670,260932.85861133947
1671,255437.0779998016
1672,347320.6766624416
1673,278966.81387391896
1674,228576.40004684962
1675,215435.79053700832
1676,221726.61042999034
1677,219077.151426011
1678,361102.83199546486
1679,308133.51238048635
1680,279779.1287443505
1681,229291.7679974083
1682,251092.8352386218
1683,217271.48972968967
1684,196764.62635185872
1685,194194.3477497776
1686,192393.453549881
1687,178942.61270064954
1688,208588.39519200986
1689,206022.87769392505
1690,199245.4624110125
1691,178045.40664076828
1692,227924.12812004308
1693,183983.9791002341
1694,193952.78236369765
1695,184162.2012762786
1696,264111.06462205737
1697,184216.19628019677
1698,312461.9005713661
1699,276823.8352476361
1700,244858.2510306316
1701,267734.5847272405
1702,246575.31998063694
1703,241593.34608587762
1704,245806.55877265823
1705,212846.9119212469
1706,364585.5601497751
1707,209572.95479643927
1708,210835.00897151954
1709,227084.7072539765
1710,227157.51767425262
1711,231877.79819661006
1712,266109.58232611883
1713,245400.98340517422
1714,219229.48167884722
1715,203004.23989867303
1716,184621.96923236595
1717,173586.96105240472
1718,168929.7228626907
1719,230307.5321470995
1720,216098.8454746988
1721,171737.507758806
1722,171737.507758806
1723,170009.63823955646
1724,229062.7216012103
1725,232913.345598988
1726,200211.71757670376
1727,194424.67458507372
1728,184203.2469451856
1729,164183.85256593744
1730,199390.82604935998
1731,112288.0255722832
1732,97169.14981239662
1733,115709.96235990548
1734,118867.73700054782
1735,109026.96076596063
1736,107790.5833995738
1737,274796.01269013924
1738,213298.70014244062
1739,347680.125631551
1740,259366.5369546453
1741,218540.59300666465
1742,192318.1731170686
1743,176940.60530991573
1744,229359.8685130626
1745,248917.0060452721
1746,250061.96835852764
1747,235085.21241164766
1748,243724.44294828968
1749,164335.39299604483
1750,145617.17181332177
1751,245045.84446355607
1752,119935.35872449237
1753,195039.83129804395
1754,215576.85152020748
1755,163158.94846567116
1756,117424.89475862868
1757,95196.67532000807
1758,157192.5002428582
1759,205653.33042088174
1760,154948.037971135
1761,155778.90391046344
1762,197895.73199281795
1763,173486.64788483665
1764,122001.16413781676
1765,218038.0839032377
1766,171469.02495720936
1767,204814.17376300273
1768,130471.22248414555
1769,152674.32164397882
1770,114665.76324224239
1771,137238.91631115833
1772,157375.99713816214
1773,137914.4571248102
1774,207979.08053146047
1775,118780.68945274921
1776,138038.10573599534
1777,88081.22534507932
1778,126462.70507901022
1779,159052.26830259268
1780,145799.11640041997
1781,132174.44580337591
1782,97787.70551823382
1783,104864.66713775625
1784,76077.78038536571
1785,96194.32419374026
1786,124154.7818275257
1787,104233.9946484922
1788,59313.01170660765
1789,73468.63200324611
1790,51063.39948857715
1791,237554.34090376133
1792,164975.5865145463
1793,129551.08972152695
1794,127507.2390052313
1795,122857.29961546324
1796,145481.48303926247
1797,106564.9727600317
1798,119432.49229860911
1799,86434.88458556891
1800,137256.4990799008
1801,123090.24355897726
1802,113679.75037224218
1803,179070.2511994508
1804,134578.68925636355
1805,124638.50768352742
1806,119724.68309477344
1807,162791.07199223642
1808,96305.01674444997
1809,109269.65130296652
1810,144764.55444620573
1811,134458.85305218003
1812,104809.31191463093
1813,126782.14275184274
1814,78225.30596376723
1815,79341.65275932848
1816,73432.0291318295
1817,115230.14220389747
1818,160785.23969916324
1819,84668.87491367152
1820,61876.99610270816
1821,85146.61342580616
1822,101639.72346845898
1823,54182.634174325736
1824,133776.05514013977
1825,147940.7030101032
1826,89964.92723772745
1827,97582.32675619284
1828,144491.958570753
1829,107960.02643831843
1830,152412.04282620177
1831,175549.11057182145
1832,183745.926257445
1833,160938.5474412553
1834,108052.97038765508
1835,95676.82360776165
1836,138937.26775963302
1837,101479.95923972945
1838,108967.26650717226
1839,76256.99568774435
1840,159634.23304009647
1841,169539.8607179625
1842,75211.20195973199
1843,131021.31335267471
1844,131768.92409411655
1845,152871.44435558352
1846,136913.32180116535
1847,238892.49126297608
1848,79478.56059463602
1849,178624.24533539917
1850,135971.89805317041
1851,155283.6668136113
1852,116678.58993373485
1853,154457.02667922853
1854,178609.74315698282
1855,196100.58032800816
1856,233000.94123720797
1857,137689.56244992837
1858,194483.98120232858
1859,186514.8452690984
1860,178486.74961344549
1861,183939.63844214543
1862,263418.3978881915
1863,261260.80160917528
1864,261281.1874780017
1865,287266.78968839394
1866,254045.83401357732
1867,213962.7934421224
1868,262400.40573700913
1869,209182.96757282736
1870,202948.59370832704
1871,221051.873833691
1872,188641.4441531913
1873,216118.29161426215
1874,141722.26689148624
1875,202742.41594313132
1876,217605.94598130672
